GEOLEV2,RURAL_HH,URBAN_HH,RURAL_PCT,URBAN_PCT
484016054,1911,30688,5.86,94.14
484016055,4174,3972,51.24,48.76
484016056,3919,17004,18.73,81.27
484016057,9024,0,100.0,0.0
484016058,2885,6548,30.58,69.42
484016059,16580,8191,66.93,33.07
484016060,5700,15323,27.11,72.89
484016061,8852,6037,59.45,40.55
484016062,12581,14217,46.95,53.05
484016063,5819,33568,14.77,85.23
484016064,24968,72964,25.5,74.5
484016065,12720,3901,76.53,23.47
484016066,14545,14757,49.64,50.36
484016067,18622,87226,17.59,82.41
484016068,3295,12201,21.26,78.74
484016069,3687,10266,26.42,73.58
484016070,7997,19156,29.45,70.55
484016071,3017,7536,28.59,71.41
484016072,4899,73758,6.23,93.77
484016073,8436,69780,10.79,89.21
484016074,9696,7923,55.03,44.97
484016075,4564,8248,35.62,64.38
484016076,17752,32096,35.61,64.39
484016077,18431,1400,92.94,7.06
484016078,9028,0,100.0,0.0
484016079,32570,46332,41.28,58.72
484016080,27030,6402,80.85,19.15
484016081,6528,25143,20.61,79.39
484016082,8060,27167,22.88,77.12
484016083,7226,8284,46.59,53.41
484016084,9670,5869,62.23,37.77
484016085,35369,78888,30.96,69.04
484016086,13656,10378,56.82,43.18
484016087,1325,14995,8.12,91.88
484016088,6697,8237,44.84,55.16
484016089,8487,4347,66.13,33.87
484016090,24145,4403,84.58,15.42
484016091,3197,3225,49.78,50.22
484016092,6084,6214,49.47,50.53
484016093,5921,0,100.0,0.0
484016094,22915,5744,79.96,20.04
484016095,17727,8013,68.87,31.13
484016096,11261,3014,78.89,21.11
484016097,7048,7858,47.28,52.72
484016098,8683,0,100.0,0.0
484016099,14728,339978,4.15,95.85
484016100,3767,19653,16.08,83.92
484016101,10695,5141,67.54,32.46
484016102,6095,14886,29.05,70.95
484016103,4658,27451,14.51,85.49
484016104,13475,63255,17.56,82.44
484016105,17643,186583,8.64,91.36
484016106,3229,0,100.0,0.0
484016107,27029,21878,55.27,44.73
484016108,8176,10194,44.51,55.49
484016109,54072,102568,34.52,65.48
484017001,10440,7155,59.34,40.66
484017002,12094,13116,47.97,52.03
484017003,11741,27420,29.98,70.02
484017004,40164,49272,44.91,55.09
484017005,9687,0,100.0,0.0
484017006,17984,167764,9.68,90.32
484017007,18393,358101,4.89,95.11
484017008,6610,100138,6.19,93.81
484017009,14112,10390,57.6,42.4
484017010,5103,13290,27.74,72.26
484017011,5086,210073,2.36,97.64
484017012,8169,49113,14.26,85.74
484017013,248,16344,1.49,98.51
484017014,6093,3525,63.35,36.65
484017015,9912,16836,37.06,62.94
484017016,6878,12339,35.79,64.21
484017017,13672,53964,20.21,79.79
484017018,14000,108218,11.45,88.55
484017019,8956,19163,31.85,68.15
484017020,28052,26839,51.1,48.9
484017021,2883,4734,37.85,62.15
484017022,2737,19964,12.06,87.94
484017023,3874,4068,48.78,51.22
484017024,15059,37005,28.92,71.08
484017025,14169,19620,41.93,58.07
484017026,12172,7235,62.72,37.28
484017027,2553,10186,20.04,79.96
484017028,8782,62180,12.38,87.62
484017029,18080,87601,17.11,82.89
484017030,12628,43440,22.52,77.48
484017031,2626,33455,7.28,92.72
484017032,3347,22842,12.78,87.22
484018001,17506,19586,47.2,52.8
484018002,8705,6540,57.1,42.9
484018003,7727,3792,67.08,32.92
484018004,63804,200637,24.13,75.87
484018005,8366,3662,69.55,30.45
484018006,2793,26440,9.55,90.45
484018007,5676,13645,29.38,70.62
484018008,18068,46405,28.02,71.98
484018009,39774,6264,86.39,13.61
484018010,24619,8927,73.39,26.61
484018011,7452,16623,30.95,69.05
484018012,25835,15596,62.36,37.64
484018013,3323,4277,43.72,56.28
484018014,15693,8624,64.54,35.46
484018015,45155,48575,48.18,51.82
484018016,17637,19436,47.57,52.43
484018017,31307,390119,7.43,92.57
484018018,6792,23249,22.61,77.39
484018019,13550,0,100.0,0.0
484019001,2975,0,100.0,0.0
484019002,3378,0,100.0,0.0
484019003,1408,0,100.0,0.0
484019004,7758,27336,22.11,77.89
484019005,1979,16051,10.98,89.02
484019006,2670,649236,0.41,99.59
484019007,10040,4932,67.06,32.94
484019008,140,3519,3.83,96.17
484019009,12162,108140,10.11,89.89
484019010,10,104358,0.01,99.99
484019011,753,6584,10.26,89.74
484019012,1030,67700,1.5,98.5
484019013,1452,8478,14.62,85.38
484019014,23723,12323,65.81,34.19
484019015,1359,0,100.0,0.0
484019016,3258,0,100.0,0.0
484019017,29084,11724,71.27,28.73
484019018,13386,383717,3.37,96.63
484019019,42,131708,0.03,99.97
484019020,2282,3214,41.52,58.48
484019021,4915,475671,1.02,98.98
484019022,7202,6826,51.34,48.66
484019023,1810,0,100.0,0.0
484019024,3629,2649,57.81,42.19
484019025,3124,99026,3.06,96.94
484019026,302,641735,0.05,99.95
484019027,1960,0,100.0,0.0
484019028,1388,0,100.0,0.0
484019029,1031,5995,14.67,85.33
484019030,3271,0,100.0,0.0
484019031,8988,462406,1.91,98.09
484019032,420,4928,7.85,92.15
484019033,14274,70191,16.9,83.1
484019034,3221,1898,62.92,37.08
484019035,1472,0,100.0,0.0
484019036,7652,0,100.0,0.0
484019037,691,5304,11.53,88.47
484019038,12927,53722,19.4,80.6
484019039,44,1138825,0.0,100.0
484019040,907,0,100.0,0.0
484019041,194,147393,0.13,99.87
484019042,5321,0,100.0,0.0
484019043,2377,0,100.0,0.0
484019044,2320,32352,6.69,93.31
484019045,2707,84030,3.12,96.88
484019046,0,411925,0.0,100.0
484019047,102,15985,0.63,99.37
484019048,2270,303863,0.74,99.26
484019049,2883,43621,6.2,93.8
484019050,1552,0,100.0,0.0
484019051,1674,1899,46.85,53.15
484020001,824,0,100.0,0.0
484020002,23585,21562,52.24,47.76
484020003,2507,0,100.0,0.0
484020004,1107,0,100.0,0.0
484020005,7012,8171,46.18,53.82
484020006,6635,13822,32.43,67.57
484020007,2396,0,100.0,0.0
484020008,733,0,100.0,0.0
484020009,2730,4122,39.84,60.16
484020010,10325,3149,76.63,23.37
484020011,1290,0,100.0,0.0
484020012,11167,0,100.0,0.0
484020013,63,2980,2.07,97.93
484020014,1940,26090,6.92,93.08
484020015,2164,3193,40.4,59.6
484020016,9563,0,100.0,0.0
484020017,3609,0,100.0,0.0
484020018,752,0,100.0,0.0
484020019,2730,0,100.0,0.0
484020020,4747,0,100.0,0.0
484020021,5700,8770,39.39,60.61
484020022,760,0,100.0,0.0
484020023,7467,19413,27.78,72.22
484020024,3587,0,100.0,0.0
484020025,191,11165,1.68,98.32
484020026,5902,3038,66.02,33.98
484020027,2179,0,100.0,0.0
484020028,10975,12166,47.43,52.57
484020029,4160,0,100.0,0.0
484020030,454,8276,5.2,94.8
484020031,4352,2624,62.39,37.61
484020032,1076,0,100.0,0.0
484020033,2917,0,100.0,0.0
484020034,1290,0,100.0,0.0
484020035,570,0,100.0,0.0
484020036,5242,0,100.0,0.0
484020037,4372,0,100.0,0.0
484020038,1859,0,100.0,0.0
484020039,22127,56018,28.32,71.68
484020040,6385,0,100.0,0.0
484020041,19229,12461,60.68,39.32
484020042,6229,3566,63.59,36.41
484020043,13798,99745,12.15,87.85
484020044,6613,34182,16.21,83.79
484020045,3741,4145,47.44,52.56
484020046,2939,0,100.0,0.0
484020047,81,0,100.0,0.0
484020048,1396,0,100.0,0.0
484020049,1183,0,100.0,0.0
484020050,3655,0,100.0,0.0
484020051,117,4647,2.46,97.54
484020052,2910,3083,48.56,51.44
484020053,1299,0,100.0,0.0
484020054,404,0,100.0,0.0
484020055,3739,0,100.0,0.0
484020056,1448,0,100.0,0.0
484020057,10327,27848,27.05,72.95
484020058,12667,0,100.0,0.0
484020059,12897,35619,26.58,73.42
484020060,2487,0,100.0,0.0
484020061,2893,0,100.0,0.0
484020062,498,0,100.0,0.0
484020063,88,4205,2.05,97.95
484020064,8485,0,100.0,0.0
484020065,1064,0,100.0,0.0
484020066,1641,3701,30.72,69.28
484020067,2606,267478,0.96,99.04
484020068,5627,18120,23.7,76.3
484020069,525,2527,17.2,82.8
484020070,970,5446,15.12,84.88
484020071,3257,0,100.0,0.0
484020072,4483,3578,55.61,44.39
484020073,19919,14529,57.82,42.18
484020074,456,0,100.0,0.0
484020075,0,2662,0.0,100.0
484020076,3412,0,100.0,0.0
484020077,4369,0,100.0,0.0
484020078,1302,0,100.0,0.0
484020079,7780,76557,9.22,90.78
484020080,1594,0,100.0,0.0
484020081,1871,0,100.0,0.0
484020082,4155,0,100.0,0.0
484020083,2538,8825,22.34,77.66
484020084,2,4167,0.05,99.95
484020085,23357,2730,89.54,10.46
484020086,948,0,100.0,0.0
484020087,621,4902,11.24,88.76
484020088,2868,0,100.0,0.0
484020089,2306,0,100.0,0.0
484020090,1639,4595,26.29,73.71
484020091,634,5644,10.1,89.9
484020092,1778,0,100.0,0.0
484020093,520,0,100.0,0.0
484020094,1843,0,100.0,0.0
484020095,4511,0,100.0,0.0
484020096,756,0,100.0,0.0
484020097,1729,0,100.0,0.0
484020098,4183,0,100.0,0.0
484020099,381,0,100.0,0.0
484020100,393,0,100.0,0.0
484020101,748,0,100.0,0.0
484020102,5325,0,100.0,0.0
484020103,426,5616,7.05,92.95
484020104,2667,0,100.0,0.0
484020105,7635,0,100.0,0.0
484020106,249,0,100.0,0.0
484020107,2430,23837,9.25,90.75
484020108,2828,0,100.0,0.0
484020109,2526,8767,22.37,77.63
484020110,1618,0,100.0,0.0
484020111,1973,2900,40.49,59.51
484020112,24,2554,0.93,99.07
484020113,596,2566,18.85,81.15
484020114,674,0,100.0,0.0
484020115,1825,8274,18.07,81.93
484020116,1266,2863,30.66,69.34
484020117,2213,0,100.0,0.0
484020118,2391,0,100.0,0.0
484020119,735,0,100.0,0.0
484020120,299,0,100.0,0.0
484020121,596,0,100.0,0.0
484020122,653,0,100.0,0.0
484020123,2829,0,100.0,0.0
484020124,3414,16284,17.33,82.67
484020125,11627,0,100.0,0.0
484020126,1080,4317,20.01,79.99
484020127,1252,0,100.0,0.0
484020128,1296,0,100.0,0.0
484020129,356,0,100.0,0.0
484020130,1803,3377,34.81,65.19
484020131,1265,10147,11.08,88.92
484020132,1350,0,100.0,0.0
484020133,3914,0,100.0,0.0
484020134,21774,6723,76.41,23.59
484020135,7011,1224,85.14,14.86
484020136,6676,5420,55.19,44.81
484020137,3425,0,100.0,0.0
484020138,451,0,100.0,0.0
484020139,2172,0,100.0,0.0
484020140,805,0,100.0,0.0
484020141,3666,5040,42.11,57.89
484020142,841,0,100.0,0.0
484020143,3632,5824,38.41,61.59
484020144,1025,0,100.0,0.0
484020145,124,5078,2.38,97.62
484020146,2780,0,100.0,0.0
484020147,378,0,100.0,0.0
484020148,2182,0,100.0,0.0
484020149,2019,0,100.0,0.0
484020150,1103,12753,7.96,92.04
484020151,312,0,100.0,0.0
484020152,2381,0,100.0,0.0
484020153,1215,3695,24.75,75.25
484020154,2329,0,100.0,0.0
484020155,1060,0,100.0,0.0
484020156,3658,0,100.0,0.0
484020157,0,16813,0.0,100.0
484020158,2205,0,100.0,0.0
484020159,5538,0,100.0,0.0
484020160,1429,0,100.0,0.0
484020161,2730,0,100.0,0.0
484020162,2046,0,100.0,0.0
484020163,1551,0,100.0,0.0
484020164,2879,0,100.0,0.0
484020165,1629,0,100.0,0.0
484020166,7505,3782,66.49,33.51
484020167,2149,0,100.0,0.0
484020168,938,0,100.0,0.0
484020169,4106,0,100.0,0.0
484020170,3702,0,100.0,0.0
484020171,17906,0,100.0,0.0
484020172,410,0,100.0,0.0
484020173,334,4224,7.33,92.67
484020174,1404,0,100.0,0.0
484020175,2641,0,100.0,0.0
484020176,3660,6479,36.1,63.9
484020177,6693,0,100.0,0.0
484020178,1447,0,100.0,0.0
484020179,2345,0,100.0,0.0
484020180,453,0,100.0,0.0
484020181,2156,0,100.0,0.0
484020182,1475,0,100.0,0.0
484020183,50766,108001,31.98,68.02
484020184,5184,3755,57.99,42.01
484020185,524,0,100.0,0.0
484020186,1762,0,100.0,0.0
484020187,4262,5345,44.36,55.64
484020188,3111,0,100.0,0.0
484020189,16493,5827,73.89,26.11
484020190,296,0,100.0,0.0
484020191,1523,0,100.0,0.0
484020192,38,2766,1.36,98.64
484020193,1372,0,100.0,0.0
484020194,1056,0,100.0,0.0
484020195,407,0,100.0,0.0
484020196,115,3174,3.5,96.5
484020197,24108,5664,80.98,19.02
484020198,493,0,100.0,0.0
484020199,3668,0,100.0,0.0
484020200,1880,0,100.0,0.0
484020201,4576,0,100.0,0.0
484020202,3540,0,100.0,0.0
484020203,634,0,100.0,0.0
484020204,16948,0,100.0,0.0
484020205,2421,0,100.0,0.0
484020206,19034,0,100.0,0.0
484020207,6888,0,100.0,0.0
484020208,607,0,100.0,0.0
484020209,5775,0,100.0,0.0
484020210,3411,0,100.0,0.0
484020211,3115,0,100.0,0.0
484020212,4199,0,100.0,0.0
484020213,2033,0,100.0,0.0
484020214,828,0,100.0,0.0
484020215,1237,0,100.0,0.0
484020216,3169,0,100.0,0.0
484020217,544,0,100.0,0.0
484020218,22,2646,0.82,99.18
484020219,2687,0,100.0,0.0
484020220,1493,0,100.0,0.0
484020221,1424,0,100.0,0.0
484020222,430,0,100.0,0.0
484020223,644,0,100.0,0.0
484020224,5902,0,100.0,0.0
484020225,2971,0,100.0,0.0
484020226,1472,16829,8.04,91.96
484020227,809,0,100.0,0.0
484020228,9046,0,100.0,0.0
484020229,934,0,100.0,0.0
484020230,193,2996,6.05,93.95
484020231,15458,6675,69.84,30.16
484020232,1719,0,100.0,0.0
484020233,7131,0,100.0,0.0
484020234,3812,0,100.0,0.0
484020235,1368,0,100.0,0.0
484020236,1568,0,100.0,0.0
484020237,994,0,100.0,0.0
484020238,1000,0,100.0,0.0
484020239,2707,0,100.0,0.0
484020240,1036,0,100.0,0.0
484020241,9391,3020,75.67,24.33
484020242,1975,0,100.0,0.0
484020243,3935,0,100.0,0.0
484020244,1315,0,100.0,0.0
484020245,599,0,100.0,0.0
484020246,1544,0,100.0,0.0
484020247,6693,8876,42.99,57.01
484020248,1079,2752,28.16,71.84
484020249,1241,0,100.0,0.0
484020250,1217,0,100.0,0.0
484020251,2255,0,100.0,0.0
484020252,2018,0,100.0,0.0
484020253,3196,0,100.0,0.0
484020254,1978,0,100.0,0.0
484020255,229,0,100.0,0.0
484020256,1054,0,100.0,0.0
484020257,698,0,100.0,0.0
484020258,2143,0,100.0,0.0
484020259,2191,0,100.0,0.0
484020260,6932,0,100.0,0.0
484020261,985,0,100.0,0.0
484020262,3184,0,100.0,0.0
484020263,2081,0,100.0,0.0
484020264,6712,0,100.0,0.0
484020265,8551,0,100.0,0.0
484020266,245,0,100.0,0.0
484020267,1151,0,100.0,0.0
484020268,4288,0,100.0,0.0
484020269,1226,0,100.0,0.0
484020270,3142,0,100.0,0.0
484020271,362,5889,5.79,94.21
484020272,3769,0,100.0,0.0
484020273,1274,0,100.0,0.0
484020274,3647,3640,50.05,49.95
484020275,692,0,100.0,0.0
484020276,12351,0,100.0,0.0
484020277,29608,8921,76.85,23.15
484020278,2900,0,100.0,0.0
484020279,2011,0,100.0,0.0
484020280,305,0,100.0,0.0
484020281,653,0,100.0,0.0
484020282,1044,0,100.0,0.0
484020283,51,3090,1.62,98.38
484020284,3670,0,100.0,0.0
484020285,3102,0,100.0,0.0
484020286,307,0,100.0,0.0
484020287,581,0,100.0,0.0
484020288,1214,0,100.0,0.0
484020289,1043,0,100.0,0.0
484020290,4308,0,100.0,0.0
484020291,1463,0,100.0,0.0
484020292,3569,13493,20.92,79.08
484020293,896,6141,12.73,87.27
484020294,321,9697,3.2,96.8
484020295,946,0,100.0,0.0
484020296,2707,0,100.0,0.0
484020297,2555,11032,18.8,81.2
484020298,1125,0,100.0,0.0
484020299,1714,4902,25.91,74.09
484020300,1596,0,100.0,0.0
484020301,1830,2727,40.16,59.84
484020302,1083,0,100.0,0.0
484020303,716,0,100.0,0.0
484020304,68,4267,1.57,98.43
484020305,4649,0,100.0,0.0
484020306,9703,0,100.0,0.0
484020307,60,3247,1.81,98.19
484020308,6830,3382,66.88,33.12
484020309,9741,4808,66.95,33.05
484020310,483,0,100.0,0.0
484020311,8467,2816,75.04,24.96
484020312,732,0,100.0,0.0
484020313,1757,0,100.0,0.0
484020314,1901,0,100.0,0.0
484020315,721,0,100.0,0.0
484020316,1253,0,100.0,0.0
484020317,4572,45165,9.19,90.81
484020318,972,0,100.0,0.0
484020319,704,0,100.0,0.0
484020320,751,0,100.0,0.0
484020321,788,0,100.0,0.0
484020322,2404,0,100.0,0.0
484020323,29013,19141,60.25,39.75
484020324,4206,7724,35.26,64.74
484020325,5051,0,100.0,0.0
484020326,7145,8319,46.2,53.8
484020327,1441,0,100.0,0.0
484020328,1140,0,100.0,0.0
484020329,4298,0,100.0,0.0
484020330,940,0,100.0,0.0
484020331,369,0,100.0,0.0
484020332,3212,0,100.0,0.0
484020333,24625,25821,48.81,51.19
484020334,865,0,100.0,0.0
484020335,1678,0,100.0,0.0
484020336,5425,0,100.0,0.0
484020337,1743,8353,17.26,82.74
484020338,4334,0,100.0,0.0
484020339,1747,0,100.0,0.0
484020340,234,0,100.0,0.0
484020341,4106,0,100.0,0.0
484020342,2001,0,100.0,0.0
484020343,2811,0,100.0,0.0
484020344,4188,0,100.0,0.0
484020345,1544,0,100.0,0.0
484020346,4202,0,100.0,0.0
484020347,4952,3240,60.45,39.55
484020348,2189,0,100.0,0.0
484020349,102,16778,0.6,99.4
484020350,2800,0,100.0,0.0
484020351,4941,0,100.0,0.0
484020352,2399,0,100.0,0.0
484020353,477,0,100.0,0.0
484020354,677,0,100.0,0.0
484020355,2169,0,100.0,0.0
484020356,848,0,100.0,0.0
484020357,1957,0,100.0,0.0
484020358,637,0,100.0,0.0
484020359,1091,2892,27.39,72.61
484020360,825,0,100.0,0.0
484020361,1497,0,100.0,0.0
484020362,2675,0,100.0,0.0
484020363,7811,10661,42.29,57.71
484020364,1059,0,100.0,0.0
484020365,698,2968,19.04,80.96
484020366,56,4527,1.22,98.78
484020367,2069,0,100.0,0.0
484020368,2195,0,100.0,0.0
484020369,662,0,100.0,0.0
484020370,970,0,100.0,0.0
484020371,1253,0,100.0,0.0
484020372,403,0,100.0,0.0
484020373,1647,0,100.0,0.0
484020374,0,13170,0.0,100.0
484020375,365,0,100.0,0.0
484020376,10849,0,100.0,0.0
484020377,3722,0,100.0,0.0
484020378,2916,0,100.0,0.0
484020379,2244,0,100.0,0.0
484020380,2940,0,100.0,0.0
484020381,1170,0,100.0,0.0
484020382,584,0,100.0,0.0
484020383,826,3968,17.23,82.77
484020384,10534,89805,10.5,89.5
484020385,18985,0,100.0,0.0
484020386,344,2549,11.89,88.11
484020387,2809,0,100.0,0.0
484020388,908,0,100.0,0.0
484020389,0,49297,0.0,100.0
484020390,3370,0,100.0,0.0
484020391,6421,0,100.0,0.0
484020392,79,4096,1.89,98.11
484020393,2738,0,100.0,0.0
484020394,1574,0,100.0,0.0
484020395,3239,0,100.0,0.0
484020396,18981,21013,47.46,52.54
484020397,852,4022,17.48,82.52
484020398,10965,30935,26.17,73.83
484020399,6195,0,100.0,0.0
484020400,16237,10775,60.11,39.89
484020401,1069,0,100.0,0.0
484020402,758,2995,20.2,79.8
484020403,757,0,100.0,0.0
484020404,1817,0,100.0,0.0
484020405,21366,0,100.0,0.0
484020406,6442,3138,67.24,32.76
484020407,497,0,100.0,0.0
484020408,640,8295,7.16,92.84
484020409,3350,0,100.0,0.0
484020410,908,0,100.0,0.0
484020411,3163,0,100.0,0.0
484020412,17794,32824,35.15,64.85
484020413,4026,7970,33.56,66.44
484020414,4878,0,100.0,0.0
484020415,455,0,100.0,0.0
484020416,9682,0,100.0,0.0
484020417,2014,9716,17.17,82.83
484020418,592,0,100.0,0.0
484020419,1649,0,100.0,0.0
484020420,1172,3516,25.0,75.0
484020421,593,0,100.0,0.0
484020422,453,0,100.0,0.0
484020423,3789,0,100.0,0.0
484020424,2058,0,100.0,0.0
484020425,8850,0,100.0,0.0
484020426,9679,7026,57.94,42.06
484020427,2128,0,100.0,0.0
484020428,1513,0,100.0,0.0
484020429,317,0,100.0,0.0
484020430,1830,0,100.0,0.0
484020431,903,0,100.0,0.0
484020432,14402,4920,74.54,25.46
484020433,3986,0,100.0,0.0
484020434,3513,0,100.0,0.0
484020435,897,0,100.0,0.0
484020436,6025,3463,63.5,36.5
484020437,1777,0,100.0,0.0
484020438,23609,1726,93.19,6.81
484020439,796,0,100.0,0.0
484020440,427,8807,4.62,95.38
484020441,250,0,100.0,0.0
484020442,435,0,100.0,0.0
484020443,481,0,100.0,0.0
484020444,1679,0,100.0,0.0
484020445,5942,0,100.0,0.0
484020446,9751,7349,57.02,42.98
484020447,2469,0,100.0,0.0
484020448,3295,0,100.0,0.0
484020449,13755,0,100.0,0.0
484020450,958,0,100.0,0.0
484020451,600,3822,13.57,86.43
484020452,3916,0,100.0,0.0
484020453,3520,0,100.0,0.0
484020454,2901,0,100.0,0.0
484020455,1668,0,100.0,0.0
484020456,3330,0,100.0,0.0
484020457,1142,0,100.0,0.0
484020458,4824,0,100.0,0.0
484020459,5198,0,100.0,0.0
484020460,527,0,100.0,0.0
484020461,518,0,100.0,0.0
484020462,326,0,100.0,0.0
484020463,1637,0,100.0,0.0
484020464,13864,0,100.0,0.0
484020465,9181,9908,48.1,51.9
484020466,14014,0,100.0,0.0
484020467,22536,11619,65.98,34.02
484020468,4352,0,100.0,0.0
484020469,409,0,100.0,0.0
484020470,533,2830,15.85,84.15
484020471,1287,0,100.0,0.0
484020472,3440,0,100.0,0.0
484020473,1390,8785,13.66,86.34
484020474,421,0,100.0,0.0
484020475,1327,0,100.0,0.0
484020476,1557,0,100.0,0.0
484020477,172,0,100.0,0.0
484020478,1333,0,100.0,0.0
484020479,1879,0,100.0,0.0
484020480,17053,38657,30.61,69.39
484020481,1286,9599,11.81,88.19
484020482,4460,0,100.0,0.0
484020483,3135,0,100.0,0.0
484020484,2419,0,100.0,0.0
484020485,1966,0,100.0,0.0
484020486,130,0,100.0,0.0
484020487,4910,0,100.0,0.0
484020488,2974,0,100.0,0.0
484020489,4760,0,100.0,0.0
484020490,2698,0,100.0,0.0
484020491,547,0,100.0,0.0
484020492,6196,0,100.0,0.0
484020493,3029,0,100.0,0.0
484020494,1843,0,100.0,0.0
484020495,0,4235,0.0,100.0
484020496,7557,0,100.0,0.0
484020497,1923,0,100.0,0.0
484020498,7919,0,100.0,0.0
484020499,1000,0,100.0,0.0
484020500,5059,0,100.0,0.0
484020501,425,0,100.0,0.0
484020502,1590,0,100.0,0.0
484020503,1469,6205,19.14,80.86
484020504,798,0,100.0,0.0
484020505,638,2519,20.21,79.79
484020506,1619,0,100.0,0.0
484020507,11345,0,100.0,0.0
484020508,733,0,100.0,0.0
484020509,3278,0,100.0,0.0
484020510,1101,0,100.0,0.0
484020511,2364,6664,26.19,73.81
484020512,938,0,100.0,0.0
484020513,20214,47214,29.98,70.02
484020514,5235,0,100.0,0.0
484020515,5863,0,100.0,0.0
484020516,113,0,100.0,0.0
484020517,395,2991,11.67,88.33
484020518,7389,0,100.0,0.0
484020519,250,0,100.0,0.0
484020520,1205,0,100.0,0.0
484020521,1583,0,100.0,0.0
484020522,327,0,100.0,0.0
484020523,4533,7950,36.31,63.69
484020524,2492,0,100.0,0.0
484020525,906,0,100.0,0.0
484020526,1443,0,100.0,0.0
484020527,3924,0,100.0,0.0
484020528,0,2613,0.0,100.0
484020529,4043,0,100.0,0.0
484020530,2727,0,100.0,0.0
484020531,347,3165,9.88,90.12
484020532,3212,0,100.0,0.0
484020533,449,0,100.0,0.0
484020534,3736,2974,55.68,44.32
484020535,713,0,100.0,0.0
484020536,3307,3041,52.1,47.9
484020537,1528,6479,19.08,80.92
484020538,1508,0,100.0,0.0
484020539,887,0,100.0,0.0
484020540,396,5991,6.2,93.8
484020541,1032,0,100.0,0.0
484020542,1516,4863,23.77,76.23
484020543,986,0,100.0,0.0
484020544,1960,0,100.0,0.0
484020545,11382,0,100.0,0.0
484020546,2795,2957,48.59,51.41
484020547,6327,23056,21.53,78.47
484020548,410,0,100.0,0.0
484020549,422,11637,3.5,96.5
484020550,5859,0,100.0,0.0
484020551,3420,0,100.0,0.0
484020552,306,0,100.0,0.0
484020553,1353,13187,9.31,90.69
484020554,1378,0,100.0,0.0
484020555,16224,6700,70.77,29.23
484020556,1153,5315,17.83,82.17
484020557,0,2954,0.0,100.0
484020558,1653,0,100.0,0.0
484020559,1246,0,100.0,0.0
484020560,1184,0,100.0,0.0
484020561,6453,39983,13.9,86.1
484020562,3089,0,100.0,0.0
484020563,3383,0,100.0,0.0
484020564,1696,0,100.0,0.0
484020565,1404,0,100.0,0.0
484020566,6213,15862,28.14,71.86
484021001,7392,65483,10.14,89.86
484021002,6154,3016,67.11,32.89
484021003,15661,22161,41.41,58.59
484021004,2750,60958,4.32,95.68
484021005,3070,0,100.0,0.0
484021006,12102,2440,83.22,16.78
484021007,3162,0,100.0,0.0
484021008,8919,2512,78.02,21.98
484021009,2209,0,100.0,0.0
484021010,36592,38018,49.04,50.96
484021011,1887,0,100.0,0.0
484021012,2370,4223,35.95,64.05
484021013,1212,21401,5.36,94.64
484021014,4814,0,100.0,0.0
484021015,11123,114682,8.84,91.16
484021016,9022,0,100.0,0.0
484021017,15944,13800,53.6,46.4
484021018,3859,0,100.0,0.0
484021019,36044,105626,25.44,74.56
484021020,421,7281,5.47,94.53
484021021,1514,0,100.0,0.0
484021022,4439,8416,34.53,65.47
484021023,6008,3043,66.38,33.62
484021024,976,0,100.0,0.0
484021025,5548,2660,67.59,32.41
484021026,3222,12046,21.1,78.9
484021027,4128,0,100.0,0.0
484021028,2750,0,100.0,0.0
484021029,421,3387,11.06,88.94
484021030,771,0,100.0,0.0
484021031,2822,0,100.0,0.0
484021032,1381,0,100.0,0.0
484021033,5405,0,100.0,0.0
484021034,4144,42692,8.85,91.15
484021035,10150,10504,49.14,50.86
484021036,14751,0,100.0,0.0
484021037,2335,0,100.0,0.0
484021038,1888,8653,17.91,82.09
484021039,9829,0,100.0,0.0
484021040,4466,7874,36.19,63.81
484021041,2403,134904,1.75,98.25
484021042,3313,0,100.0,0.0
484021043,39977,9796,80.32,19.68
484021044,11754,5385,68.58,31.42
484021045,16465,30639,34.95,65.05
484021046,1123,7068,13.71,86.29
484021047,5148,16548,23.73,76.27
484021048,1898,20139,8.61,91.39
484021049,13527,3804,78.05,21.95
484021050,24535,2400,91.09,8.91
484021051,17487,19506,47.27,52.73
484021052,1217,0,100.0,0.0
484021053,34810,31533,52.47,47.53
484021054,13112,22111,37.23,62.77
484021055,5080,0,100.0,0.0
484021056,1317,0,100.0,0.0
484021057,6686,0,100.0,0.0
484021058,12898,8106,61.41,38.59
484021059,2848,0,100.0,0.0
484021060,1500,6484,18.79,81.21
484021061,14461,0,100.0,0.0
484021062,4881,0,100.0,0.0
484021063,6280,8486,42.53,57.47
484021064,13813,3988,77.6,22.4
484021065,1521,21172,6.7,93.3
484021066,6451,0,100.0,0.0
484021067,6957,11821,37.05,62.95
484021068,7010,0,100.0,0.0
484021069,21896,7017,75.73,24.27
484021070,6111,0,100.0,0.0
484021071,32254,71349,31.13,68.87
484021072,17077,0,100.0,0.0
484021073,963,8796,9.87,90.13
484021074,38680,51893,42.71,57.29
484021075,5128,7931,39.27,60.73
484021076,24532,3032,89.0,11.0
484021077,5908,0,100.0,0.0
484021078,6416,9421,40.51,59.49
484021079,3582,2200,61.95,38.05
484021080,2620,0,100.0,0.0
484021081,4067,0,100.0,0.0
484021082,4152,4642,47.21,52.79
484021083,25316,0,100.0,0.0
484021084,4064,2881,58.52,41.48
484021085,11375,71395,13.74,86.26
484021086,12052,0,100.0,0.0
484021087,6518,6790,48.98,51.02
